precision,recall,f1,accuracy,best_threshold,thresholds,precisions,recalls
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.708370203455268e-12,0.3645320197044335,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.3526905290328628e-11,0.3649815043156597,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.3988141374376983e-11,0.3654320987654321,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,6.276539704641593e-11,0.3658838071693449,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.353480938437457e-10,0.36633663366336633,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.267873389083519e-10,0.3667905824039653,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,6.126109064474861e-10,0.36724565756823824,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,6.658331663800254e-10,0.36770186335403726,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,7.912425159517511e-10,0.3681592039800995,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.883659006551852e-09,0.3686176836861768,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,3.7675929043246015e-09,0.3690773067331671,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,7.040951821579711e-09,0.36953807740324596,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.0341270062497188e-08,0.37,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.154083406618156e-08,0.3704630788485607,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.73831011807124e-08,0.37092731829573933,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.246419050777604e-08,0.3713927227101631,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.4810066889813243e-08,0.37185929648241206,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.8690624986893454e-08,0.3723270440251572,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,3.278210058965669e-08,0.37279596977329976,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,3.5730927550048364e-08,0.37326607818411095,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,4.029529776516938e-08,0.37373737373737376,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,6.134463603757467e-08,0.37420986093552466,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,6.565257848478723e-08,0.37468354430379747,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,6.882063274815664e-08,0.37515842839036756,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,9.295975189616001e-08,0.3756345177664975,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.2720457220893877e-07,0.3761118170266836,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.5079059778599913e-07,0.37659033078880405,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.8952141545014456e-07,0.37707006369426754,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.1498519231499813e-07,0.37755102040816324,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.2945810940200317e-07,0.3780332056194125,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.5180403895319614e-07,0.37851662404092073,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.9667612011508027e-07,0.37900128040973113,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,4.795857648787205e-07,0.37948717948717947,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,4.982862265023869e-07,0.37997432605905007,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,9.226796464645304e-07,0.38046272493573263,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,9.246510899174609e-07,0.38095238095238093,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,9.515692909189966e-07,0.38144329896907214,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.1937228237002273e-06,0.38193548387096776,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.3727653822570574e-06,0.38242894056847543,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.4549141269526444e-06,0.3829236739974127,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.601631424819061e-06,0.38341968911917096,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.613561948943243e-06,0.383916990920882,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.6363450185963302e-06,0.38441558441558443,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.7345794276479864e-06,0.38491547464239273,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.8384587292530341e-06,0.3854166666666667,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.285333039253601e-06,0.3859191655801825,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.4349756131414324e-06,0.38642297650130547,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.749340410446166e-06,0.3869281045751634,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.753612534434069e-06,0.387434554973822,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,2.8962456326553365e-06,0.38794233289646135,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,3.0581402370444266e-06,0.3884514435695538,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,3.7293129935278557e-06,0.38896189224704336,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,3.94010294257896e-06,0.3894736842105263,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,4.818615707335994e-06,0.38998682476943347,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,4.8855572458705865e-06,0.39050131926121373,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,5.225305358180776e-06,0.3910171730515192,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,5.619303010462318e-06,0.3915343915343915,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,5.791758667328395e-06,0.3920529801324503,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,7.272773473232519e-06,0.3925729442970822,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,7.6183100645721424e-06,0.3930942895086321,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,8.348936717084143e-06,0.39361702127659576,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,8.576163054385688e-06,0.3941411451398136,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,9.907192179525737e-06,0.39466666666666667,1.0
0.7398843930635838,0.8648648648648649,0.7975077881619937,0.8399014778325123,0.32264378666877747,1.3161152310203761e-05,0.3951935914552737,1.0
