val_loss,val_acc,train_loss,train_acc
6.83639919757843,0.6026786,46.434525,0.55833334
6.888516992330551,0.6026786,42.177128,0.56375
6.795425295829773,0.6026786,42.22857,0.56375
6.650111734867096,0.6026786,41.622475,0.56375
6.72295281291008,0.6026786,41.9474,0.56125
6.6321578323841095,0.6026786,41.962265,0.5520833
6.531360059976578,0.6026786,41.889935,0.56416667
6.491484135389328,0.60491073,41.088833,0.5629167
6.817999422550201,0.6026786,41.67164,0.5575
6.6878581047058105,0.6026786,41.863766,0.5629167
6.636949121952057,0.59672624,40.934246,0.56083333
6.944569319486618,0.6026786,41.99352,0.54833335
6.5478357672691345,0.6026786,40.76497,0.57125
6.608885020017624,0.6026786,41.01462,0.56583333
6.978104278445244,0.6026786,40.31676,0.5733333
6.918112099170685,0.5558036,40.648426,0.5758333
6.672336012125015,0.5855655,40.277035,0.5729167
6.298873335123062,0.6160714,40.682293,0.56125
6.671123117208481,0.6183036,41.23489,0.55875
6.499837189912796,0.60342264,40.082012,0.5704167
6.523345410823822,0.6183036,39.866154,0.55541664
6.491843938827515,0.5989584,40.71647,0.57458335
6.340743571519852,0.61160713,40.13176,0.56666666
6.377812206745148,0.6183036,40.721832,0.5629167
6.556350588798523,0.60491073,39.458588,0.5808333
6.831415891647339,0.5922619,40.232246,0.56375
6.50816884636879,0.59672624,39.43655,0.56916666
6.991268992424011,0.5989584,40.672813,0.57166666
